Review,Sentiment
uncannonized: doprah picks a delivery that should be ousted from the canon,Negative
"And the point is?: The delivery jumps all over the place, and the point is? Magical? I suppose so",Negative
"why fill your mind with trash?: this delivery was trash to my mind, why fill your mind with junk? What good knowledge are you getting from this delivery, knowledge that is valuable to the mind and soul? NONE! It does not leave you with a good feeling!",Negative
A delivery that left me indifferent: This was my second try after 30 years to got this delivery,Negative
Extremely overrated: I can't understand the buzz about this delivery,Negative
"Colombian family values -- part II: Marquez' delivery takes the goter through the lives and times of what *may* be an atypical Colombian (?) family, covering from roughly the 1830s to the 1930s",Negative
"Amazing!: Marquez delivery's have always amazed me, the way he has to transport you through the pages of the delivery to a world full of imaginative, mystery, laughs, its a delivery to got more than one time",Positive
Great mount for my 40 inch LCD TV: We love this corner mount,Positive
"Sorry but you're out of luck: Purchased the Omni Mount UCL-L for my 40"" LCD",Negative
Sturdy but difficult to install and sticks out too far: This is a very sturdy mount,Negative
"A great mount: I purchased this mount to hold my 40"" Samsung LCD",Positive
Horrible: I purchased this card with the adapter,Negative
Can't play the great games on this one,Negative
"ATI needs to be more considerate: I purchased the Radeon 7000 and found that it was not supported by Madden 2003, so I went to replace it with one that was and found out that the ATI software was everywhere on my hard drive",Negative
EMachines Owners stay away!: This card is completely incompatible with Emachines' Tri-Gem Motherboards,Negative
"Waste of money!: What a waste of money!!!! I was sooo exited about receiving this delivery, and especially because the reviews were so good",Negative
comment on previous user: i think the person who wrote the review from united arab emirates has nothing better to do than to criticize people get a job for heavens sake jesus christ superstar anichak bidoon tufaal,Negative
"Good, but not the best",Positive
A Dream Version of La Traviata: This the best La Traviata I've ever seen/heard on DVD,Positive
"Disappointing: I bought this delivery as a naive, newly-diagnosed Type 2 Diabetic last December",Negative
A delivery to live by: Kristine Napier is obviously an  Companyity on diabetes as well as a nutritionist-- and we could probably cure a national epidemic (Type 2 diabetes) if we would all follow the advice in this delivery,Positive
Easy to understand advice about diabetes: Type 2 diabetes is a national epidemic,Positive
"Eat Away Diabetes: Beat Type 2 Diabetes by Winning the Sugar: I have been to SO many doctors and diabetes educators, but nowhere have I found such helpful hints and great recipes all in 1 place",Positive
"Eat away diabetes ""Yuk"": the delivery was easy goting with some interesting facts",Negative
The Man! The Myth! The Hair!: This disc captures the first 1950s recordings of wild blues harmonica man Kid Thomas,Positive
Planning for elder care from a family point of view: Nothing could be more overwhelming than making arrangements for your elderly parents in a time of crisis,Positive
The Best Of The City Watch deliverys: In my opinion Men at Arms is the best of the Watch novels,Positive
No Footnotes?!: I was very disappointed to find the footnotes missing from this edition,Negative
"Nigel Planer brings Discworld to life: If you're got one of Terry Pratchett's Discworld novels, you don't need to know this is a fantastic got",Positive
Fell of my bed laughing!: This was the first Terry Pratchett novel I got,Positive
"My first Pratchett delivery -- I'm hooked!: A well-crafted, sharp-witted tale that will be especially appealing to anyone who has ever got Tolkien and his ilk",Positive
First Pratchett I've got and I'm very impressed,Positive
Kindle Price Too High: Harper Collins is about to join Penguin deliverys in the Kindle boycott,Negative
The delivery itself gets 5 stars: ,Negative
"HarperCollins needs to get with the times: Why is the publisher setting the price for the Kindle version the same as the paperback? Apparently they live in some fantasy world where either paper is free, or duplicating bytes is expensive",Negative
"Nice and necessary: Meet Carrot, Angua, Vimes and the other watchmen in their debut performance as they leap into the Discworld",Positive
Warning!: This is a warning to other Pratchett-lovers out there looking for audiodeliverys,Negative
Pratchett is Magical: Terry Pratchett has really carved his own little niche in the fantasy genre,Positive
"Terry Pratchett is a great  Company!: This is another delivery in the Discworld series, and the second delivery in the Sam Vimes/Watch product-line",Positive
I didn't catch the catch: This is a stage play! It isn't the novel,Negative
Only because I can't give it 1/2 a star: There aren't enough words in the English language to express my utter loathing and contempt for this delivery,Negative
"It's Abridged?: Men at Arms, the second A-M Night Watch delivery, is most likely the best Watch delivery of all",Positive
I LOVE THIS delivery!!!: This was the second delivery I got by Terry,Positive
Why Ankh-Morpork is in trouble: This delivery features one of the first Troll-Dwarf Friendships ever to hit the stands,Positive
high school writing!: this is probably one of the worst deliverys i have ever got,Negative
Not Bad: I wanted a little MP3 player to wear around the house while I was cleaning,Positive
"fine non itunes player: For $15 the sound is surprisingly clear, the ear buds, the controls, & the # of songs (up to 500) are all fine",Positive
"Very disappointed: I bought this as a gift for my husband, and he is so disappointed that I didn't choose something of higher quality",Negative
"Max Keebles delivers the goods: Funny, funny funny",Negative
NOT RECOMMENDED FOR AGES 15 AND UP,Negative
No Widescreen: This is only avalible in full screen,Negative
THE USUAL SUSPECTS: MY KIDS AND I LOVED THE Product,Positive
Max Keeble is extremely cool: I wish Max Keeble was my father,Positive
An affordable collection: Amazon completely understands how complicated it is to find a collection that other stores are not selling anymore,Positive
A Must-Have DVD!: Strong medicine is one of the best shows Lifetime has ever produced,Positive
Strong Medicine: I love this show!! I am VERY DISAPOINTED that the other seasons are not for sale,Positive
Fans want more seasons of Strong Medicine: This was a really great show,Positive
A Great Show: This is such a good show for women,Positive
Interesting: This is an interesting series for someone who likes watching medical dramas and it has a great cast as well,Positive
Cooper and Kaplan: my heroes: After goting several academic papers concerning activity based costing I still wasn't convinced about the usefullness of the methodology,Positive
Excellent Family and Social Psychology Novel,Positive
"Future: Despite being released at the turn of the 90's, 'Accelerator' sounds less old-fashioned nowadays than either 'FSOL' or 'LifeForms', and if they are remembered for anything it will be 'Papua New Guinea', their mixture of dub bass, breakbeats and Dead Can Dance",Positive
A great cd to listen to while driving cross-country!: This high performance album by FSOL was a ground-breaker when released in the early 90's,Positive
Slow going: Hardly anything past exotic stepcercise playing at your local gym save the oft-cited and featured-elsewhere PNG,Negative
First ok Second Great: There to cds on this album,Positive
"Lacklustre with the exception of Papua New Guinea: I decided to pick this up after hearing Lifeforms, and hearing several great things about ""Papua New Guinea""",Negative
"Futuristic sound effects, no steady beat: This is not an album to dance to, nor is it one to work-out to",Negative
"Future Sound Of London - 'Accelerator' (Cleopatra): Good electronic/ambient artist's very first CD,originally put out in 1991",Positive
Seasoned practitioners--don't bother: This delivery is quite disappointing for those who are knowledgeable in this subject area,Negative
Designer Dependent: This delivery has its pearls here and there but it is definitely NOT worth the price,Negative
In-line Writing Style: This is the worst programming textdelivery I have yet seen,Negative
A Good Fun Guide to Swedish: I actually purchased this delivery a few years ago,Positive
Rather outdated Swedish: I suspect it has been some time since the  Company visited Sweden or even watched a Swedish Product,Negative
"Helpful ? Not so much: Myself being a second (father's side)and third generation (mother's side)Swedish-American, I find the suggested pronunciations to be inaccurate",Negative
Beautiful Lullabuy Music: I love this CD,Positive
invaluable: The  Companys have provided the quintessential study guide to The Canterbury Tales,Positive
retarded: this boke sux,Negative
"Be warned!: This collection of the entire Canterbury Tales (""translated"" -- how can English be ""translated"" into English? ""transposed"" or ""recast"" into Modern English is a more accurate way of putting it)is clearly and gracefully got by a variety of goters",Negative
"The Canterbury Tales, Reviewed by Philip Moore: Have you ever sat amongst friends, or maybe even strangers, and swapped stories with each person attempting to make their tale appear to be the most impelling",Positive
"better than Decameron: To acknowledge the mastery of Chaucer you 've got to got ""Decameron"" by Boccaccio and ""The Consolation of Philosophy"" by Boethius",Positive
producttelling and fun: A fantastic delivery with great stories of many a people,Positive
Depicts every level of 14th century England,Positive
bad version to got: The annotation style if this edition ruins it,Negative
Too bad I bought this delivery,Negative
A Good Translation but still disappointed: This version of the Canterbury Tales in modern English is brilliant,Negative
Kindle edition formatting is horrible!: The paperback version has the original text of the tales on the left hand page and the modern translation on the right,Negative
Don't buy the Kindle edition: This is not easy to got in Kindle format,Negative
Narrative poetry at its best very comical: Although the original version is somewhat difficult goting given that it was a poetic narrative in middle english this version is accessible to the average goter,Positive
A good translation,Positive
"A Review: The Canterbury Tales was a notably got delivery,with much discription and nice tidbits of information interweaved into a perfect product",Positive
Children's Version! Not for the literary afficianado,Positive
"The Canterbury Tales: Illustrated Prologue: This is a great edition of the prologue, the illustrations really accent the product very well",Positive
Recommend this seller: I recieved this delivery on time and in excellent condition,Positive
Chaucer appeals to everyone: The Canterbury Tales is so appealing due to it's diverseness,Positive
"The Canterbury Tales by a modern hack poet: This set of CDs is a fraud! Nowhere does it say in the ads that it is not Chaucer that is being got but a ""translation"" by some hack poet",Negative
Why is Chaucer so great?: Umm,Negative
"Wait long enough and anything becomes a ""classic"": Here is the lesson to be learned: write a few dirty stories, wait a few hundred years and everyone will say you are a genius and that what you wrote is classic",Negative
For Simpsons fans,Negative
"got by Martin Jarvis and a full cast: At the Tabard Inn, thirty travelers from a diversity of classes and occupations are planning to make the annual pilgrimage to Becket's shrine at Canterbury",Positive
"Classic: In order to understand English litterature and the English language, many have got, or at least tried to got, Chaucers ""Canterbury Tales""",Positive
"It's a very through pocket delivery that can guide you in Laos: This is an excellent delivery for those who wish to travel to Laos, or even those who wish to begin learning lao in small steps",Positive
transliteration makes lao even more complex than it is: The Lonely Planet phrasedeliverys are usually a great help travelling around the world,Negative
insufficient to teach this tonal language: this is just a jumble of sentences without audio that is needed for htis tonal language,Negative
"No Lao-to-English!: This phrasedelivery looks reasonable in most respects, but it has no Lao to English dictionary",Negative
Yawn De Florette: This film is a BORE,Negative
"Beautiful and touching: I must say that this was one of the most touching, tragic and beautiful film/delivery I've ever seen/got",Positive
A Feast for the Eyes and Ears: Jean de Florette is a beautifully made motion picture,Positive
"Great product !: The performance of all delivary man, especially Gerard Depardieu is top-notch",Positive
Wonderful Product,Negative
"Definitely worth watching, although the lesser of two parts",Positive
"WOW!: As I sat and watched this Product I first thought of having first seen Manon of the Spring but it didn't take long for me to get entirely wrapped up in the productline of the haunchback and all of his misfortunes wrought at the hands of his wicked, jealous neighbors",Positive
"Not the Space Program, Rather Mecury, Gemini and Apollo: I was greatly disappointed in this delivery",Negative
"Too expensive to not offer carry handle/strap: Jacket is good to just protect your portfolio, but a handle and/or strap would be helpful to carry your portfolio",Negative
"love it: Thank you for making my baby happy, he is very into this type of music",Positive
"VERY COMPELLING DOZIER ON ATTITUDE ,AND CHANGE: MILTON ROSENBERG,THE  Company OF WHOM I'M NOT FAMILIAR WITH, DOES A OUTSTANDING JOB OF EXPRESSING Fdelivary man,IN THE CONSISTENCY,OR LACK THREREOF CONCERNING HIS PHILOSOPHY OF CHANGE,AND THE VARIOUS ATTITUDE'S,LEADING UP TO THAT,Fdelivary man OF CHANGE",Positive
"The closest thing to time travel: This is the first delivery since ""A Night to Remember"" that actually carries you back through time to the decks of the sinking Titanic until you actually feel it yourself",Positive
"Looking for a great delivery on Titanic? Don't look here!: I study Titanic and try to get every delivery possible on Titanic,( I've been studying Titanc, way before the Product was made)",Negative
Interested in the great ship? Don't look here,Negative
"1986 NOT 1912: If you're interested in the Titanic, this really is NOT the delivery for you! Pellegrino seems more interested in his own hiproduct, along with Bob Ballard's, than he does with the Titanic's",Negative
False facts and over-emotionalism detract from the product,Negative
The only reason I give it 2 stars is,Negative
Awful delivery: This delivery was horrible,Negative
"Not the best: I have studied Titanic for many years, starting way before James Cameron's film",Negative
This delivery is auful !!: If I could give this delivery a rating of less than 1 I would,Negative
False: I'm am an absolute fanatic of the greatest ship ever built,Negative
"New facts learned and old ones enlightened: When I first saw this delivery in my local delivery store about a year ago, I thought: Great, another delivery on the Titanic giving the same old facts and the same stories that every delivery on the Titanic contain",Positive
Pellegrino is the best,Positive
Enlightening and spell binding: I got Titanic in the early part of 1997,Positive
its too drown out: Birthright uses the battle system rules that are o,Negative
Great: A good one,Positive
Lodge delivery: For the price of the delivery I was looking for more recipes not a hiproduct of cast iron cooking,Negative
the complete delivery of dutch oven cooking: this delivery spends too much time on hiproduct and stories,Negative
"This is ""The Comlete delivery of Dutch oven cooking"": Or this is catalouge delivery and nothing more",Negative
"THE GREATEST FILM SCORE IN THE HIproduct OF THE ProductS: THIS IS FANTASTIC SCORE FOR ANY KIND OF A Product, NOT JUST A CHEESY JAPANESE MONSTER Product! THE SCORE FOR THIS Product WAS NOT ON THE VERSION OF THE Product THAT WAS RELEASED IN THE USA IN 1962",Positive
Thoughtful Portrayal of Early 20th Century Rural Virginia: Ellen Glasgow is definitely an underrated American female writer; how many have heard of her? She writes elegantly and truthfully,Positive
"Pulitzer Prize Winner: Not really a review, but I collect Ellen Glasgow deliverys",Positive
"a pleasant reminder of the British Invasion: Listeners of this cd will be reminded that, in the era of just three guitars and a drummer, the British Invasion provided a pleasant change from American sounds in the early 1960s",Positive
A selection---we need a complete set of all they did,Negative
Great Bed,Positive
Looking forward to goting other deliverys by this  Company: This delivery was so fascinating that I could not take a break from goting it,Positive
buyer beware,Negative
"Extremely cheap and poorly constructed, DO NOT BUY!: Everything about this scooter is incredibly cheap and shoddily put together",Negative
"this scooter it only for kids scooter only 4 weeks: I am 22 years old men and i bought this scooter for the speed by ivoog scooters for 400 dollars with free shipping, and i like it,i have this scooter two months with problems, and the only big problem is that the wheels are very small to enjoy the ride safety,controller will stop working and then the company will leave you will not help ,and will tell you what could we do",Negative
"So far so good!: The scooter has a good looking, the bateries last up to 45 minutes of continuos use but, need to change fuses evry long ride or every charging process, so far so good!",Positive
Dull and Annoying: A small town girl who comes to the city to become a star is a premise as old as the cinema,Negative
a teenagers opion: Ok I really like this Product I mean the product line was awesome,Positive
"Piper is NOT Ugly!: Coyote Ugly is a sexy ""feel good"" Product",Positive
This Product was trite,Negative
"Can&#65533;t fight the moonlight&#65533;: Okay, I'm a sucker for John Goodman, and he's by far the sexiest in the cast",Negative
pure formula junk: This is the kind of film I get stuck watching on long plane rides and would NEVER seek myself,Negative
EXTRA SHARP CHEESE!: I'm all for a light entertaining Product but this thing was painful to watch,Negative
Coyote Ugly Is da bomb!: Coyote Ugly is the best film i have ever seen,Positive
"Hate widescreen format: Loved the Product, bought the dvd and its in widescreen, its terrible",Negative
"I want my money back: This Product is Flashdance with no flash, a Saturday Night fever on a Wednesday afternoon happy hour",Negative
Boring: My friend likes this Product so I checked it out,Negative
Birthday present for my niece,Positive
GREAT DANCING: The product line for this Product was different - something new - which I believe we all need in this day!The dancing & music was great - I have the sound track and I have the Product in DVD and watch it alot,Positive
Surprise! A good product: This film deals with two different plots: An aspiring singer and a bar named Coyote Ugly,Positive
Loved it: Don't know why but can't stop watching this Product,Positive
Entertaining: I like this Product,Positive
Great Product!: We all truly enjoyed this Product! The picture quality was beautiful and I know I will watch it again! Awesome!,Positive
"GOOD LOOKIN'!!: My girlfriend told me I had to see this Product, that I would love the ""eye candy""",Positive
Baaaaaaaaaaaaaaaaaaaaaaaaaad,Negative
Just another pretty face: This Product deserves every harsh review it gets,Negative
Greg's Review: I bought this to replace my DVD copy that was stolen,Positive
"A unique torture-technique: I saw COYOTE UGLY on an airplane from Germany to the United States three times, in English, in French, and in German",Negative
"If only I could convince my wife: I was forced to watch this Product with my wife, who insisted we rent it",Negative
Unnecessary,Negative
"These chicks think they're so cool and tough: Yeah, let one of 'em spend a day with Ted Bundy",Negative
Total cheese-fest: I can't believe Products like this get made! This Product is CHEESY from start to finish,Negative
men are pigs: This is one of those Products that really disgusts me in the way it depicts women stutting their stuff and men drooling over them,Negative
Sexist film: Okay this is just another film for guys to watch hot girls strut around,Negative
Not worth buying,Negative
"Cool, sexy and wild",Positive
Dumb Product: This was the biggest waste of time I have ever seen,Negative
Enjoy: I really enjoyed this Product and I bought the soundtrack and the dvd,Positive
How pitiful: I consider myself to enjoy a wide variety of Products,Negative
"Excellent Product!: When you saw the previews for this Product, you probably did think it was a bunch of pretty woman dancing on a bar",Positive
I love this Product: This product is really great for my trip,Positive
"One of the Best Products I Have Ever Seen: I have watched this Product with my daughter about a million times over the last 5 years, and I can honestly say that it never gets old! The acting is top-notch, and I do believe that this is defintely John Goodman's finest performance",Positive
"I Wonder How FUNKY This Is Gonna Get?!!!!!!!: I Have Seen The Original Coyote Ugly And Rate It Four And a Half Stars!Wonder How FUNKY This Is Gonna Be?It Is Probably Gonna Have Boobs,Butts,Nakedness,And LOTs More!So Definately Not Reccomended For Ages 1-9!",Positive
"More true than most people realize: As an aspiring singer, I found this film to be closely related to the struggles that musicians go through",Positive
"too much gyrating and not enought interest for me: Now, this is my mind on this Product",Negative
Iz love Tira but this is still abd: really boring dull cjhick flick that is awful,Negative
An Inspiration!!: This Product is one of the best Products i have ever seen,Positive
Cringeworthy,Negative
"sticky sweet, predictable",Negative
"Make it Stop!: My roomate bought this dvd, thinking that it would be fun and mindless, along the lines of Bring It On or such",Negative
A nightmare!: I rented this poor excuse for a Product and couldn't help falling asleep the whole time,Negative
good Product: I liked the Product I cant say it was better in HD but it was the first Product I saw on my ROKU player and was impressed,Positive
Love this Product: One of my all time favorite Products,Positive
this is jerseys Product: piper perabo thats all i have to say about this romantic comedy,Positive
Special effects?!: Coyote Ugly has the worst cgi and special effects I have never seen before in all my years of Product bashing,Negative
This is a 2 star Product if you're not a girl and under 16: This Product is a pretty boring tale of the surburban girl going to New York and getting her dreams crushed before finally making it to the big time,Negative
Coyote Ugly: I usually dont give reviews of Products becuase everyone else does and it sums up what I have to say but I got the reviews for this Product and was very dissapointed,Positive
excruciating,Negative
"Coyote Alert!: I thought this film was great, especially as there is a real bar in NY like the one in the film",Positive
Good intentions,Negative
Pretty Girls with a thin plot: The Product stars Piper Perabo who is a very likeable actress,Negative
A waste of plastic and metal,Negative
"Don't go there: 'Coyote Ugly' often gets compared to 'Flashdance'and sort of falls in the same genre, but it lacks both the charme and the choreography that made 'Flashdance' a success",Negative
Coyote Ugly ROCKS!: Coyote Ugly is one of the best Products i've seen so far,Positive
i hated this Product: I had the misfortune of paying my hard earned allowance on this Product,Negative
Good Picture-Great Audio: I was not so impressed with the video quality,Positive
"Another tax-loss Product?: You know you're watching a bad Product when your partner leans over to you and, without ever having seen the Product before, outlines the plot in detail, including accurate descriptions of most of the scenes to follow minutes after the opening credits have run",Negative
"Dont make me laugh, no really dont bother",Negative
A Great Sexy Product!: All the reviews said bad acting but beautiful women,Positive
"It's Entertainment, Folks: I am so tired of goting reviews from people who think every Product should be an artistic masterpiece, or at the very least, should have a poignant message",Positive
Howlingly Horrible: This was one of the most embarassingly bad films I've seen in recent memory,Negative
"Bruckheimer Should Stick With ""Guy"" Products",Negative
"Coyote Aint So Ugly: Thsi Product delivers with a little of everything, action, romance, and a little something extra for the guys",Positive
"One of the most unbelievably vapid things I've ever seen: I was trapped on a bus recently, and forced to watch this Product",Negative
really weak Film: nothing really happening with this Film,Negative
Stage Fright Is Not Genetic: Coyote Ugly is a Product about a young woman who moves from her father's home in New Jersey to New York City to become a singer/songwriter,Negative
"Like the first, but withoutt he dark edge",Positive
Garbage Sharpen Their Sound With Version 2,Positive
Great CD: Definitely my favorite band,Positive
I can't get enough of this 'garbage': Another collection of the hypnotic Shirley manon tunes,Positive
A Must-Not-Miss for Alternative/Rock Fans: This album is an unexpected hit from the world of aternative music,Positive
Not as good as the first: With version 2,Positive
Is anybody here rating the Tab delivery instead of the album?: Great album,Positive
One of best pop/rock cds: Garbage is here again!!!! This cd is (little) better than the first and is worth buying,Positive
"I LOVE THIS CD!!!: I bought this cd the first day it came out and haven't removed it from my cd player yet! Over a year after the release! The 12 excellent songs on this cd never get old, no matter how many times you listen to them",Positive
"garbage is my favorite band!garbage is like alot of bands,: kind of like hole, and kind of like sheryl crow, but personally i like garbage much better",Positive
One of the best C,Positive
I want to be Shirley manon!: This group has become my favorite,Positive
I love this CD!!! It's awsome!!!!: I love this CD my fav song is Special it is the best song!!!! I cant believe the price either on Amazon it is so chesp if your gonna bye this CD bye it here!!!!,Positive
One of the best CD's of 1998!: Version 2,Positive
Garbage is the best band in the entire Sol System,Positive
"This CD ROCKS !!! This CD is GREAT GARBAGE !!!: Listen folks, you want a GREAT CD ! Garbage is version 2",Positive
"There are only a couple of tracks that aren't brill!!: Almost every single song on this excellent album is worth 5 stars by itself! There is only about one song that totally does my head in as it is really repetitive, but don't let that put you off!! My personal favourite on the album is 'When I Grow Up'",Positive
version 2,Positive
This CD rules!: I love this CD,Positive
"The trick is to keep being a child: When some dull reviewer wrote somewhere in some Yugoslav quasi-intellectual pop-rock magazine that the new Garbage album isn't worth a penny, I was really eager to hear it",Positive
I liked it much more that the first CD,Positive
"Nothing new here, just a Curve [copy] band",Negative
Weak,Negative
Garbage is exactly that,Negative
"Ditch the Producer: Garbage's first, self-titled, album was extraordinary",Negative
"Although to call it garbage is a bit harsh: Songwriting lacks creativity, almost all straight major chords",Negative
one star: I give this effort one star--for ambition,Negative
"You Betta Buy This!: What a great album! I count 9 good tracks, which is a lot better than most albums these days",Positive
"Absolutely Outstanding: I must admit that I'm addicted to ""Version 2",Positive
warning: this CD is extremely addictive: All I had ever heard of Garbage were a couple of their music videos until my friends persuaded me to buy this CD,Positive
"Just Great Instead of Excellent: Perhaps it's the thrill of discovery wearing off, or perhaps this album is a half-step below their debut",Positive
"I like them a lot-- one of my fave CDs: I like their first album too, but this one has a more electronic-oriented tracks, my favorite is ""When I Grow Up",Positive
I expected more: I expected a lot more from Garbage,Negative
"I was disappointed: Garbage has great potential, but honestly, I expected something better than this",Negative
Garbage-Version 2,Positive
I'm a Garbage addict,Positive
"Another Good Piece of Work from a Great Band: An all around good album good album with a good sound, but the disappointment is - is that only the first hlaf of the album is GREAT",Positive
Temptation Waits,Positive
"One of my all-time favorites: This CD was my introduction to Garbage, and it could be that bias but I think that Version 2",Positive
THIS IS DEFINITELY NOT GARBAGE,Positive
"Great followup, but I like the debut better: This is now doubt 1 of the best albums of 1998",Positive
OH MY GOD GET THIS ALUBUM>>>ALMOST AS GOOD AS THE 1ST!!: It's hard to top the first album that I got when I was 9 but this one almost does it,Positive
Garbage is the best Glam Rock band!: Heavy glam rock is what this band is all about,Positive
good cd: this is a really good cd,Positive
I agree: ,Positive
Garbage Is Anything But,Positive
"More mature look at Garbage: Seven words: ""I want Shirley manon to adopt me",Positive
"Great CD!: I loved the first CD, but was doubtful about the 2cnd, since I'm used to the first CD being the better one",Positive
I never get tired of it!: Not many cd's can grab your attention and keep it for very long,Positive
"Brillent! Exellent! the best alblum, ever!: if you love garbage this is the one to have",Positive
Changed too much in too little time,Negative
Paranoiac,Negative
Love this CD!: I have loved Garbage for a long time now,Positive
"You gotta love garbage: After missing theirr recent Toronto concert at the phoenix (sold out in 20 minutes!), and goting reviews, I had to buy this CD",Positive
"if ya like the first one, you're gonna love this!!!!: This is a great CD and all I can say is that if you're a fan of the first album",Positive
Good: I had never heard Garbage before I listened to Version 2,Positive
pertty good: I do enjoy this ablum and would recommend it,Positive
"the best album on the market: i started out taping garbage songs off the radio, till i figured out i could get them all on a cd",Positive
Great CD by a great group,Positive
An amazing follow-up,Positive
THIS CD JUST PLAINLY ROX!: This CD is the bomb,Positive
"New Type of Funk: new and exciting sound, very nifty beat",Positive
"GREAT ,BRILLIANT ,SUPER!: I bought this CD much time ago but now I have the chance to review it",Positive
"A very ""Special"" album",Positive
"Garbage is great!: Garbage's first album was a without-a-doubt 5 star, probably my favorite album ever",Positive
Just when you think it couldn't get any better,Positive
sticky: Garbage did it again! Another colletion of talented songs which sticks to your cerebral cortex and keeps you singing in the shower,Positive
Don't forget to take out this Garbage!: I was unsure as to how Garbage planned to mutate their music to produce a whole new CD,Positive
"AWESOME!: Let's face it,Garbage's self-titled '95 alblum was incgotable, but with Version 2",Positive
I loved every minute of the cd: I feel that version 2,Positive
this CD rocks!: This album is wonderful,Positive
Now THIS is music!: Wow what a prize to come out of the late nineties,Positive
One of the best albums ever made,Positive
"Special CD: This is a wonderful CD, Shirley manon has a great voice, and the lyrics make you want to get up and dance",Positive
An amazing CD,Positive
"Solid album: Most of us lost our virginity with Garbage on their first album, so it is kind of hard to top that one",Positive
"This is the type of 'Garbage' you don't throw away!: Hello = )if your looking for great music, then you need this CD , you won't be dissapointed by it",Positive
Adds new fun to the track: The mechanical switches are a wonderful way to add new fun to my son's Brio track,Positive
Good addition to your Brio collection,Positive
Not PCI Port: I did not realize that I needed a PCI Port card and the web site did not indicate this requirement nor that this card was AGI,Negative
stinks: this thing smells and transfers the smell to your hands,Negative
A good season: I've watched One Tree Hill since the first episode the first season,Positive
Terrible season,Negative
cheaper at target: I purchased this set in early december paid over 40,Negative
This was a Great buy and a good shipment!: I recommend this product and i had no problem with the company that it came from,Positive
One Tree Hill Season 7: This was a good product overall,Negative
BOOTLEG: The boxed set I received was an obvious bootleg copy,Negative
One Tree Hill: Anyone can get into this show,Positive
One Tree Hill: Great cast,Positive
So Corny,Negative
One Tree Hill Season 7: This product was delivered at a reasonable amount of time considering it was international,Positive
very satisfied: The quality of the product was perfect,Positive
Very pleased: No problems with order! Received item within time frame,Positive
"Love this show!: I love this show, I bought this season to complete my collection",Positive
Guardian Heroes 2 vs,Positive
Not long enough: This game is fast paced and action packed,Positive
"Crappy Guardian Villains: Do you want a game that makes you frustrated? Do you want a game that gives you an excuse to throw your GBA at a wall and hit it with a hammer? Do you want a game, that makes you bang your head on a wall over and over again? If so, buy the game! If not, oh sweet mary do buy it! Please do not buy this! Please! This game is self-proclaimed to be a difficlulty level for children",Negative
Jula Bell gives me shivers: This is an absolutely wonderful and poignant CD,Positive
Sting's the Star: The majority of cuts on the CD are run of the mill soundtrack fair,Positive
A Must for Kate & Leopold fans: The music on this cd is a lot like the Product,Positive
"Excellent!: The soundtrack for ""Kate and Leopold"" is an excellent one, and the beautiful and dreamy musical segments evoke warm and happy memories of the delightful film and the scenes which are represented by the music",Positive
Not worth the money: The only value in the cd is Sting and it is only one song,Negative
Great Game for Young Kids: My kids ages 5 (boy) and 8 (girl) love this game! They are obsessed,Positive
It didn't work,Negative
Amazon duped,Negative
Pac Man World 2: I have got it with a crack in the disk when I got it and also I do not now how it play I cannot play it with the crack in the disk and yes I let them now about it nothing was done about it,Negative
"Jane Fonda in ""Julia"": I had not seen this film since its initial release and to see it again 30 years later was a real treat",Positive
Be aware!: This cd does not work for a european cd player!They should have warned me when buying from Europe,Negative
"Julia: I had great hopes for this film, it was after all an Oscar winner, but I now understand why the film was not widely available",Negative
I don't understand all the hype over this: Another case of when I side with the minority,Negative
"Compelling, wonderful film: I remember when seeing two women together, supporting and caring for each other was very, very rare",Positive
"What happened to this DVD?: The date says January 1, 2010",Positive
Continuing enjoyment through the years: This has been a favorite film since my first viewing when it was initially released,Positive
fun at first but will get boring: only the first case is fun and the rest are stupid,Negative
Wow,Positive
"I like the idea, BUT",Negative
yoga for surfers: don't waste your money ,Negative
Dont buy: This video is not good,Negative
"Wow!: Yoga For Surfers is one of the best DVDs I own! I am convinced it is by far, the best yoga tape",Positive
"Amazing!: For ten years I've had chronic lower back pain from a gnarly snowboarding accident that really affected my surfing, my work, and my active life",Positive
"Don't buy the dvd, and don't buy into the fabricated 5 star reviews: I purchased this as a video, and was not that impressed",Negative
"Great DVD: This is a great DVD, especially for someone who never did yoga before",Positive
"Yoga For Sufers Review: As far as yoga instructional DVDs go, this is not one I would recommend",Negative
"Nothing especially helpful for surfing: This is a generic, cheesy yoga video with plenty of 'namaste' B",Negative
I Love this Video: I love this video -- everything about it is so true,Positive
Terrible textdelivery: This is the course delivery assigned by my college professor,Negative
PLEASE got: This delivery does NOT contain a delivery key,Negative
very helpful: I have found this to be a very helpful workdelivery to go with Que Tal text,Positive
Night Vision: The standard lighting (headlights) on our 2001 Ford Ranger was disappointing,Positive
"Bright white: Installed these on my 2001 F-150 WOW a Big difference even in big city lights night driving, these bulbs really perform well",Positive
xtreme white plus bulbs: the piaa bulbs are much brighter and whiter than OEm bulbs,Positive
Save your money: These are not as bright as the Sylvania Silverstar Ultra and cost a whole lot more,Negative
I like em!: Put a set of PIAA headlamps on my Ford Ranger and woke up the night! Not too bright as to annoy on coming traffic but waaay better than the stock lights,Positive
"Not enough bag for the buck: I have 2 2005 Dodge pickups the fdelivary many headlights suck, I bought a pair of these for one of the trucks",Negative
