,Review,Sentiment,liked
8851,"These chicks think they're so cool and tough: Yeah, let one of 'em spend a day with Ted Bundy",Negative,0
8852,Total cheese-fest: I can't believe Products like this get made! This Product is CHEESY from start to finish,Negative,0
8853,men are pigs: This is one of those Products that really disgusts me in the way it depicts women stutting their stuff and men drooling over them,Negative,0
8854,Sexist film: Okay this is just another film for guys to watch hot girls strut around,Negative,0
8855,Not worth buying,Negative,0
8856,"Cool, sexy and wild",Positive,1
8857,Dumb Product: This was the biggest waste of time I have ever seen,Negative,0
8858,Enjoy: I really enjoyed this Product and I bought the soundtrack and the dvd,Positive,1
8859,How pitiful: I consider myself to enjoy a wide variety of Products,Negative,0
8860,"Excellent Product!: When you saw the previews for this Product, you probably did think it was a bunch of pretty woman dancing on a bar",Positive,1
8861,I love this Product: This product is really great for my trip,Positive,1
8862,"One of the Best Products I Have Ever Seen: I have watched this Product with my daughter about a million times over the last 5 years, and I can honestly say that it never gets old! The acting is top-notch, and I do believe that this is defintely John Goodman's finest performance",Positive,1
8863,"I Wonder How FUNKY This Is Gonna Get?!!!!!!!: I Have Seen The Original Coyote Ugly And Rate It Four And a Half Stars!Wonder How FUNKY This Is Gonna Be?It Is Probably Gonna Have Boobs,Butts,Nakedness,And LOTs More!So Definately Not Reccomended For Ages 1-9!",Positive,1
8864,"More true than most people realize: As an aspiring singer, I found this film to be closely related to the struggles that musicians go through",Positive,1
8865,"too much gyrating and not enought interest for me: Now, this is my mind on this Product",Negative,0
8866,Iz love Tira but this is still abd: really boring dull cjhick flick that is awful,Negative,0
8867,An Inspiration!!: This Product is one of the best Products i have ever seen,Positive,1
8868,Cringeworthy,Negative,0
8869,"sticky sweet, predictable",Negative,0
8870,"Make it Stop!: My roomate bought this dvd, thinking that it would be fun and mindless, along the lines of Bring It On or such",Negative,0
8871,A nightmare!: I rented this poor excuse for a Product and couldn't help falling asleep the whole time,Negative,0
8872,good Product: I liked the Product I cant say it was better in HD but it was the first Product I saw on my ROKU player and was impressed,Positive,1
8873,Love this Product: One of my all time favorite Products,Positive,1
8874,this is jerseys Product: piper perabo thats all i have to say about this romantic comedy,Positive,1
8875,Special effects?!: Coyote Ugly has the worst cgi and special effects I have never seen before in all my years of Product bashing,Negative,0
8876,This is a 2 star Product if you're not a girl and under 16: This Product is a pretty boring tale of the surburban girl going to New York and getting her dreams crushed before finally making it to the big time,Negative,0
8877,Coyote Ugly: I usually dont give reviews of Products becuase everyone else does and it sums up what I have to say but I got the reviews for this Product and was very dissapointed,Positive,1
8878,excruciating,Negative,0
8879,"Coyote Alert!: I thought this film was great, especially as there is a real bar in NY like the one in the film",Positive,1
8880,Good intentions,Negative,0
8881,Pretty Girls with a thin plot: The Product stars Piper Perabo who is a very likeable actress,Negative,0
8882,A waste of plastic and metal,Negative,0
8883,"Don't go there: 'Coyote Ugly' often gets compared to 'Flashdance'and sort of falls in the same genre, but it lacks both the charme and the choreography that made 'Flashdance' a success",Negative,0
8884,Coyote Ugly ROCKS!: Coyote Ugly is one of the best Products i've seen so far,Positive,1
8885,i hated this Product: I had the misfortune of paying my hard earned allowance on this Product,Negative,0
8886,Good Picture-Great Audio: I was not so impressed with the video quality,Positive,1
8887,"Another tax-loss Product?: You know you're watching a bad Product when your partner leans over to you and, without ever having seen the Product before, outlines the plot in detail, including accurate descriptions of most of the scenes to follow minutes after the opening credits have run",Negative,0
8888,"Dont make me laugh, no really dont bother",Negative,0
8889,A Great Sexy Product!: All the reviews said bad acting but beautiful women,Positive,1
8890,"It's Entertainment, Folks: I am so tired of goting reviews from people who think every Product should be an artistic masterpiece, or at the very least, should have a poignant message",Positive,1
8891,Howlingly Horrible: This was one of the most embarassingly bad films I've seen in recent memory,Negative,0
8892,"Bruckheimer Should Stick With ""Guy"" Products",Negative,0
8893,"Coyote Aint So Ugly: Thsi Product delivers with a little of everything, action, romance, and a little something extra for the guys",Positive,1
8894,"One of the most unbelievably vapid things I've ever seen: I was trapped on a bus recently, and forced to watch this Product",Negative,0
8895,really weak Film: nothing really happening with this Film,Negative,0
8896,Stage Fright Is Not Genetic: Coyote Ugly is a Product about a young woman who moves from her father's home in New Jersey to New York City to become a singer/songwriter,Negative,0
8897,"Like the first, but withoutt he dark edge",Positive,1
8898,Garbage Sharpen Their Sound With Version 2,Positive,1
8899,Great CD: Definitely my favorite band,Positive,1
8900,I can't get enough of this 'garbage': Another collection of the hypnotic Shirley manon tunes,Positive,1
8901,A Must-Not-Miss for Alternative/Rock Fans: This album is an unexpected hit from the world of aternative music,Positive,1
8902,Not as good as the first: With version 2,Positive,1
8903,Is anybody here rating the Tab delivery instead of the album?: Great album,Positive,1
8904,One of best pop/rock cds: Garbage is here again!!!! This cd is (little) better than the first and is worth buying,Positive,1
8905,"I LOVE THIS CD!!!: I bought this cd the first day it came out and haven't removed it from my cd player yet! Over a year after the release! The 12 excellent songs on this cd never get old, no matter how many times you listen to them",Positive,1
8906,"garbage is my favorite band!garbage is like alot of bands,: kind of like hole, and kind of like sheryl crow, but personally i like garbage much better",Positive,1
8907,One of the best C,Positive,1
8908,I want to be Shirley manon!: This group has become my favorite,Positive,1
8909,I love this CD!!! It's awsome!!!!: I love this CD my fav song is Special it is the best song!!!! I cant believe the price either on Amazon it is so chesp if your gonna bye this CD bye it here!!!!,Positive,1
8910,One of the best CD's of 1998!: Version 2,Positive,1
8911,Garbage is the best band in the entire Sol System,Positive,1
8912,"This CD ROCKS !!! This CD is GREAT GARBAGE !!!: Listen folks, you want a GREAT CD ! Garbage is version 2",Positive,1
8913,"There are only a couple of tracks that aren't brill!!: Almost every single song on this excellent album is worth 5 stars by itself! There is only about one song that totally does my head in as it is really repetitive, but don't let that put you off!! My personal favourite on the album is 'When I Grow Up'",Positive,1
8914,version 2,Positive,1
8915,This CD rules!: I love this CD,Positive,1
8916,"The trick is to keep being a child: When some dull reviewer wrote somewhere in some Yugoslav quasi-intellectual pop-rock magazine that the new Garbage album isn't worth a penny, I was really eager to hear it",Positive,1
8917,I liked it much more that the first CD,Positive,1
8918,"Nothing new here, just a Curve [copy] band",Negative,0
8919,Weak,Negative,0
8920,Garbage is exactly that,Negative,0
8921,"Ditch the Producer: Garbage's first, self-titled, album was extraordinary",Negative,0
8922,"Although to call it garbage is a bit harsh: Songwriting lacks creativity, almost all straight major chords",Negative,0
8923,one star: I give this effort one star--for ambition,Negative,0
8924,"You Betta Buy This!: What a great album! I count 9 good tracks, which is a lot better than most albums these days",Positive,1
8925,"Absolutely Outstanding: I must admit that I'm addicted to ""Version 2",Positive,1
8926,warning: this CD is extremely addictive: All I had ever heard of Garbage were a couple of their music videos until my friends persuaded me to buy this CD,Positive,1
8927,"Just Great Instead of Excellent: Perhaps it's the thrill of discovery wearing off, or perhaps this album is a half-step below their debut",Positive,1
8928,"I like them a lot-- one of my fave CDs: I like their first album too, but this one has a more electronic-oriented tracks, my favorite is ""When I Grow Up",Positive,1
8929,I expected more: I expected a lot more from Garbage,Negative,0
8930,"I was disappointed: Garbage has great potential, but honestly, I expected something better than this",Negative,0
8931,Garbage-Version 2,Positive,1
8932,I'm a Garbage addict,Positive,1
8933,"Another Good Piece of Work from a Great Band: An all around good album good album with a good sound, but the disappointment is - is that only the first hlaf of the album is GREAT",Positive,1
8934,Temptation Waits,Positive,1
8935,"One of my all-time favorites: This CD was my introduction to Garbage, and it could be that bias but I think that Version 2",Positive,1
8936,THIS IS DEFINITELY NOT GARBAGE,Positive,1
8937,"Great followup, but I like the debut better: This is now doubt 1 of the best albums of 1998",Positive,1
8938,OH MY GOD GET THIS ALUBUM>>>ALMOST AS GOOD AS THE 1ST!!: It's hard to top the first album that I got when I was 9 but this one almost does it,Positive,1
8939,Garbage is the best Glam Rock band!: Heavy glam rock is what this band is all about,Positive,1
8940,good cd: this is a really good cd,Positive,1
8941,I agree: ,Positive,1
8942,Garbage Is Anything But,Positive,1
8943,"More mature look at Garbage: Seven words: ""I want Shirley manon to adopt me",Positive,1
8944,"Great CD!: I loved the first CD, but was doubtful about the 2cnd, since I'm used to the first CD being the better one",Positive,1
8945,I never get tired of it!: Not many cd's can grab your attention and keep it for very long,Positive,1
8946,"Brillent! Exellent! the best alblum, ever!: if you love garbage this is the one to have",Positive,1
8947,Changed too much in too little time,Negative,0
8948,Paranoiac,Negative,0
8949,Love this CD!: I have loved Garbage for a long time now,Positive,1
8950,"You gotta love garbage: After missing theirr recent Toronto concert at the phoenix (sold out in 20 minutes!), and goting reviews, I had to buy this CD",Positive,1
8951,"if ya like the first one, you're gonna love this!!!!: This is a great CD and all I can say is that if you're a fan of the first album",Positive,1
8952,Good: I had never heard Garbage before I listened to Version 2,Positive,1
8953,pertty good: I do enjoy this ablum and would recommend it,Positive,1
8954,"the best album on the market: i started out taping garbage songs off the radio, till i figured out i could get them all on a cd",Positive,1
8955,Great CD by a great group,Positive,1
8956,An amazing follow-up,Positive,1
8957,THIS CD JUST PLAINLY ROX!: This CD is the bomb,Positive,1
8958,"New Type of Funk: new and exciting sound, very nifty beat",Positive,1
8959,"GREAT ,BRILLIANT ,SUPER!: I bought this CD much time ago but now I have the chance to review it",Positive,1
8960,"A very ""Special"" album",Positive,1
8961,"Garbage is great!: Garbage's first album was a without-a-doubt 5 star, probably my favorite album ever",Positive,1
8962,Just when you think it couldn't get any better,Positive,1
8963,sticky: Garbage did it again! Another colletion of talented songs which sticks to your cerebral cortex and keeps you singing in the shower,Positive,1
8964,Don't forget to take out this Garbage!: I was unsure as to how Garbage planned to mutate their music to produce a whole new CD,Positive,1
8965,"AWESOME!: Let's face it,Garbage's self-titled '95 alblum was incgotable, but with Version 2",Positive,1
8966,I loved every minute of the cd: I feel that version 2,Positive,1
8967,this CD rocks!: This album is wonderful,Positive,1
8968,Now THIS is music!: Wow what a prize to come out of the late nineties,Positive,1
8969,One of the best albums ever made,Positive,1
8970,"Special CD: This is a wonderful CD, Shirley manon has a great voice, and the lyrics make you want to get up and dance",Positive,1
8971,An amazing CD,Positive,1
8972,"Solid album: Most of us lost our virginity with Garbage on their first album, so it is kind of hard to top that one",Positive,1
8973,"This is the type of 'Garbage' you don't throw away!: Hello = )if your looking for great music, then you need this CD , you won't be dissapointed by it",Positive,1
8974,Adds new fun to the track: The mechanical switches are a wonderful way to add new fun to my son's Brio track,Positive,1
8975,Good addition to your Brio collection,Positive,1
8976,Not PCI Port: I did not realize that I needed a PCI Port card and the web site did not indicate this requirement nor that this card was AGI,Negative,0
8977,stinks: this thing smells and transfers the smell to your hands,Negative,0
8978,A good season: I've watched One Tree Hill since the first episode the first season,Positive,1
8979,Terrible season,Negative,0
8980,cheaper at target: I purchased this set in early december paid over 40,Negative,0
8981,This was a Great buy and a good shipment!: I recommend this product and i had no problem with the company that it came from,Positive,1
8982,One Tree Hill Season 7: This was a good product overall,Negative,0
8983,BOOTLEG: The boxed set I received was an obvious bootleg copy,Negative,0
8984,One Tree Hill: Anyone can get into this show,Positive,1
8985,One Tree Hill: Great cast,Positive,1
8986,So Corny,Negative,0
8987,One Tree Hill Season 7: This product was delivered at a reasonable amount of time considering it was international,Positive,1
8988,very satisfied: The quality of the product was perfect,Positive,1
8989,Very pleased: No problems with order! Received item within time frame,Positive,1
8990,"Love this show!: I love this show, I bought this season to complete my collection",Positive,1
8991,Guardian Heroes 2 vs,Positive,1
8992,Not long enough: This game is fast paced and action packed,Positive,1
8993,"Crappy Guardian Villains: Do you want a game that makes you frustrated? Do you want a game that gives you an excuse to throw your GBA at a wall and hit it with a hammer? Do you want a game, that makes you bang your head on a wall over and over again? If so, buy the game! If not, oh sweet mary do buy it! Please do not buy this! Please! This game is self-proclaimed to be a difficlulty level for children",Negative,0
8994,Jula Bell gives me shivers: This is an absolutely wonderful and poignant CD,Positive,1
8995,Sting's the Star: The majority of cuts on the CD are run of the mill soundtrack fair,Positive,1
8996,A Must for Kate & Leopold fans: The music on this cd is a lot like the Product,Positive,1
8997,"Excellent!: The soundtrack for ""Kate and Leopold"" is an excellent one, and the beautiful and dreamy musical segments evoke warm and happy memories of the delightful film and the scenes which are represented by the music",Positive,1
8998,Not worth the money: The only value in the cd is Sting and it is only one song,Negative,0
8999,Great Game for Young Kids: My kids ages 5 (boy) and 8 (girl) love this game! They are obsessed,Positive,1
9000,It didn't work,Negative,0
9001,Amazon duped,Negative,0
9002,Pac Man World 2: I have got it with a crack in the disk when I got it and also I do not now how it play I cannot play it with the crack in the disk and yes I let them now about it nothing was done about it,Negative,0
9003,"Jane Fonda in ""Julia"": I had not seen this film since its initial release and to see it again 30 years later was a real treat",Positive,1
9004,Be aware!: This cd does not work for a european cd player!They should have warned me when buying from Europe,Negative,0
9005,"Julia: I had great hopes for this film, it was after all an Oscar winner, but I now understand why the film was not widely available",Negative,0
9006,I don't understand all the hype over this: Another case of when I side with the minority,Negative,0
9007,"Compelling, wonderful film: I remember when seeing two women together, supporting and caring for each other was very, very rare",Positive,1
9008,"What happened to this DVD?: The date says January 1, 2010",Positive,1
9009,Continuing enjoyment through the years: This has been a favorite film since my first viewing when it was initially released,Positive,1
9010,fun at first but will get boring: only the first case is fun and the rest are stupid,Negative,0
9011,Wow,Positive,1
9012,"I like the idea, BUT",Negative,0
9013,yoga for surfers: don't waste your money ,Negative,0
9014,Dont buy: This video is not good,Negative,0
9015,"Wow!: Yoga For Surfers is one of the best DVDs I own! I am convinced it is by far, the best yoga tape",Positive,1
9016,"Amazing!: For ten years I've had chronic lower back pain from a gnarly snowboarding accident that really affected my surfing, my work, and my active life",Positive,1
9017,"Don't buy the dvd, and don't buy into the fabricated 5 star reviews: I purchased this as a video, and was not that impressed",Negative,0
9018,"Great DVD: This is a great DVD, especially for someone who never did yoga before",Positive,1
9019,"Yoga For Sufers Review: As far as yoga instructional DVDs go, this is not one I would recommend",Negative,0
9020,"Nothing especially helpful for surfing: This is a generic, cheesy yoga video with plenty of 'namaste' B",Negative,0
9021,I Love this Video: I love this video -- everything about it is so true,Positive,1
9022,Terrible textdelivery: This is the course delivery assigned by my college professor,Negative,0
9023,PLEASE got: This delivery does NOT contain a delivery key,Negative,0
9024,very helpful: I have found this to be a very helpful workdelivery to go with Que Tal text,Positive,1
9025,Night Vision: The standard lighting (headlights) on our 2001 Ford Ranger was disappointing,Positive,1
9026,"Bright white: Installed these on my 2001 F-150 WOW a Big difference even in big city lights night driving, these bulbs really perform well",Positive,1
9027,xtreme white plus bulbs: the piaa bulbs are much brighter and whiter than OEm bulbs,Positive,1
9028,Save your money: These are not as bright as the Sylvania Silverstar Ultra and cost a whole lot more,Negative,0
9029,I like em!: Put a set of PIAA headlamps on my Ford Ranger and woke up the night! Not too bright as to annoy on coming traffic but waaay better than the stock lights,Positive,1
9030,"Not enough bag for the buck: I have 2 2005 Dodge pickups the fdelivary many headlights suck, I bought a pair of these for one of the trucks",Negative,0
9031,"Disappointed: With the cost of these bulbs I was expecting a WOW when I turned them on, but only got a very slight improvement from the previous bulbs",Negative,0
9032,"PIAA are whiter: There brighter,whiter when I first used these I wasn't to impressed",Negative,0
9033,An Essential For CD Mixer's!!: This double volume CD is a great tool for the begginer and experts DJ who mixes CDs,Positive,1
9034,awsume: i got this just it time to winterize our camper its better than draining all the water and replacing with anti freeze,Positive,1
9035,Rugged!: Winteriziing your RV can be a challenge at times depending on HOW you do it,Positive,1
9036,This is a great tool to help you winterize your RV: I used this tool to winterize our travel trailer,Positive,1
9037,Too Restrictive to allow air volume needed,Negative,0
9038,A great delivery with lots of room for improvements,Positive,1
9039,"Impractical: The previous reviews must have come from students of the Company's, or students of students of the  Company's",Negative,0
9040,First Knight: The legend of King Arthur finds new meaning in this powerful romantic novel,Positive,1
9041,"First Knight (Cassette): Excellent service, prompt delivery, excellent conditonas described, packaged well",Positive,1
9042,One of my all time favorite deliverys back in print!: A dog-eared copy of this delivery was got over and over at our house when I was growing up,Positive,1
9043,"Biography of a Grissly by Seton: I didn't realize that there was no illustrations in the delivery and Seton was a very fine illustrator, so why would you publish one of his deliverys without the illustrations?",Negative,0
9044,Ray Charles early years: I am very disappointed with this CD set,Negative,0
9045,Quality surprisingly bad: I am really disappointed with the quality of this 2 CD set,Negative,0
9046,A tribute to the abilities of the WWII small carrier,Positive,1
9047,"Salty, irreverent, highly amusing: Clear the Decks!""Salty, irreverent, highly amusing"" -- New York Times""One of the best adventure tales of the war",Positive,1
9048,"A real-life lesson in leadership: In the forward, the  Company remarks that this delivery will never be used as a textdelivery in any of the high-level military schools",Positive,1
9049,"These are NOT the ORIGINAL ARTISTS!!!!: Don't make the same mistake I did!!! First of all, there are only 6 discs, NOT the 7 discslisted! And, if you are interested in quality - meaning you'd like to hear these songs sung by the actual people who made them famous - then DON'T buy this product!!!",Negative,0
9050,great american spice company: stay away from Great American Spice company,Negative,0
9051,WILL NOT ORDER FROM THIS STORE AGAIN!: This delivery arrived 2 months after I ordered it,Negative,0
9052,"I find that Jeff Gold music is exceedingly uplifting!!: I own two CD's by Jeff Gold: ""Escapes"", and ""The Soul of the Mountain""",Positive,1
9053,Dr,Positive,1
9054,OMG!!!: One of the top 10 worst deliverys ever,Negative,0
9055,You'll ease your stress if you use the advice in this delivery: Jim and John have a wonderful way of making you feel like you're sitting down at your kitchen table with a bankruptcy attorney who only has your best interests at heart,Positive,1
9056,I think that its a good delivery: Anthony's works are all easy to got and the world of xanth draws you in automatically; I guess its the deliveryworm's equivalent of junk food--not nourishing for your literary education but satisfying nothenless,Positive,1
9057,One of those addicting Xanth novels,Negative,0
9058,"What were they thinking?: Seriously, I am quite the fantasy goter",Negative,0
9059,Noddy Songs from Toyland: The CD cover shows the 'performer as Noddy',Negative,0
9060,"ORDOR GONE: This is a great product for a caregiver, as I am",Positive,1
9061,Del Shannon Shines: Del Shannon wrote some of the most distributing and depressing songs in rock music,Positive,1
9062,got as fiction: You know -- this is ok -- but- I am an excellent researcher and I have not been able to verify anything that is in this delivery,Negative,0
9063,Worked Great,Positive,1
9064,Great little tool: I bought this because of errors on my Nikon camera to see if cleaning the contacts for the compact flash card would correct the issue,Positive,1
9065,"A great idea, but",Negative,0
9066,"Terrible, Terrible, Terrible",Negative,0
9067,"It could be better: Thw writer has done a marvellous job, writing the hiproduct of USAAF in one volume only, in a modern and acesible language",Negative,0
9068,An unbiased hiproduct: One of the best deliverys you will find on the Army Air Force prior to and during World War II,Positive,1
9069,"Check the facts: I picked up this delivery because I was researching my grandfather, who was a B-17 pilot shot down over Switzerland",Negative,0
9070,Not real hiproduct: This guy does not check his facts with primary sources and has many axes to grind,Negative,0
9071,Lovely Like The Moon: Some nights when I leave work for the day I look into the night and always feel so much better when I discover there is a full moon,Positive,1
9072,Vintage Warnes: A wonderful collection depicting Jennifer's unique talent from early on through her later years! It is a truly captivating and memorable musical journey with this Jennifer Warnes album,Positive,1
9073,Essential: This is an essential collection of Jennifer Warnes early work (pre-Famous Blue Raincoat) for enthusiasts,Positive,1
9074,Excellent Recording Artist: Jennifer Warnes has always been a great recording artist and has made some fantastic titles songs for some of the greatest films in the past,Positive,1
9075,OOPS,Negative,0
9076,"This ""Review"" Will Not Be Helpful: Is Jennifer Warnes doomed to do Product music to make a few bucks? With that crystal voice of hers, why doesn't somebody write this broad some good commercial songs where she can show what she's got?",Positive,1
9077,Great Show - I was there!: Great DVD! I waited 6 hours for front row seats general admission,Positive,1
9078,sad: a long time lou reed fan was so looking forward to recieving this dvd,Negative,0
9079,This cd is absolutely awesome,Positive,1
9080,"Great Early Dixie Chicks Single!: ""Goodbye Earl"" was the single that opened my eyes for the Dixie Chicks",Positive,1
9081,Monster memories: Good Copy of orginal score,Positive,1
9082,"A Great Find!: It is fantastic for me, as for any huge Universal Horror fan, to find the wonderful music of Frank Skinner available on CD",Positive,1
9083,"IT ""s GREAT ( realy): hey i love it but im an old horror Product fan , if you lov the clissic horrors you'll lov this , it realy is great , i love it ,",Positive,1
9084,Examining the Myths: I felt like cheering most of the time as I got this delivery,Positive,1
9085,Just because she couldn't do it: Doesn't mean other women can't,Negative,0
9086,sad state of affairs: Checked this sad excuse for a delivery out at the library -- glad I didn't pay for it,Negative,0
9087,"Where's ""The Myth of Working Fathers""?: The  Company's message, in essence, is that working mothers are not ""real"" mothers",Negative,0
9088,Misguided  Company: The  Company is attempting to justify her own choices by putting down working mothers,Negative,0
9089,Ideological rant: This delivery is meant to make working mothers feel guilty while glorifying the stay-at-home mom,Negative,0
9090,Piece of garbage!: The title says it all! I will no longer listen to Dr,Negative,0
9091,What a stupid delivery!: Don't waste your money on this delivery unless you want to be insulted,Negative,0
9092,Leaks: If your drive thru mud and rain expect water to get in this bag,Negative,0
9093,"I love this product: I have been searching the product like this for long time,I got one",Positive,1
9094,Disappointing delivery,Negative,0
9095,"GREAT delivery: Great delivery very interesting, glad I bought it, and for the rest of the deliverys I've bought, just glancing thru them, they're great, love them all, a couple I have to order more because my daughter loved them and took them home with her",Positive,1
9096,Failed expectations: I have some acne scars around my face and I was hoping that this product would provide any assistance with it,Negative,0
9097,Bought this as a gift and they are very pleased with it: I bought this for my sister and my brother-in-law for christmas and they love it,Positive,1
9098,"Great scary got, would be a good Product",Positive,1
9099,"A pretty damn good blood drenched got: PREY isn't Mastertons best, but is entertaining enough",Positive,1
9100,"Should characters have brains?: When I first started to got this delivery, I recognized right away a lot of potential in the product",Negative,0
9101,"HPL would be spinning: This delivery is okay, but Brown Jenkin is not what I saw when I got HPL's ""Dreams in the Witch House",Negative,0
9102,"Started well, then",Negative,0
9103,IT IS A delivery FOR PEOPLE WHO THINK THEY CANNOT BE SCARED,Positive,1
9104,Pretty: I got this shirt when it was on sale for $10 so I snatched it up quickly,Positive,1
9105,KYLIE NOW IS A 2 HIT WONDER IN THE UNITED STATES!: Kylie is back in the States! Though she was never missing from the pop music world always making music,Positive,1
9106,"Yield, America!: Long you have resisted to Kylie, longer than anyone else on the Planet, but the rocking Krafterwerkish ""La, la, la, la"" will sneak behind you and get into your head",Positive,1
9107,I'll never understand,Negative,0
9108,Great Product!: This is a classic Mary Kate & Ashley Product,Positive,1
9109,"The Olsens' Products are just getting more and more pathetic!: I'm very, very sorry to say this, but THIS Product IS RIDICULOUS",Negative,0
9110,Robert Clark and the Olsen twins: I saw this Product and i thought that the twins were really good,Positive,1
9111,Really good and even interesting for adult viewing,Positive,1
9112,Switching Goals is OK,Positive,1
9113,"Too Typical: You think that since these girls had done so many Products, they would have least done something more original than the ""twin"" switch",Negative,0
9114,HAPPY: the discs all worked well and the case was in good shape,Positive,1
9115,The Best: As entertaining as it is brilliant!!!! This is a masterful addition to your collection whether your a scientist or a sports hero,Positive,1
9116,Pretentious: Found it stupid and annoying,Negative,0
9117,I didn't fall asleep,Positive,1
9118,"Quick got: Love Langston Hughes' poetry, but this was a nice departure",Positive,1
9119,True Bionic Serum: The title say it all,Positive,1
9120,great service: I was very pleased to purchase this product at such a great price point,Positive,1
9121,Well worth the price!: This non-oily serum is a delight,Positive,1
9122,Exceptionally good analysis of consumer debt issues: The  Company helped launch the first credit card in the 1950's,Positive,1
9123,ladies citizen: My wife loves it,Positive,1
9124,I Love this watch thanks amazon !: This is a beautiful citizen eco drive watch,Positive,1
9125,Buyer BEWARE: This item is cute and sturdy,Negative,0
9126,There's gold in that there cave: A bunch of white dudes try to beat a white chick to this secret cave where there is a secret treasure of indian gold in 1869 Texas,Negative,0
9127,"Unforgettable: ""I hope this delivery will never be got",Positive,1
9128,stories of the spirit: this is a beautiful delivery,Positive,1
9129,Excellent sound: The sound quality of this rivals the Bose tabletop; certainly its a better value for the price,Positive,1
9130,I own one and I want another!!!: I bought one at Target and I wish I had bought two,Positive,1
9131,"Definitive of what?: A bad idea?I agree with Kireviewer, if you care about the music, it's hard to get past the dumb opening, a host who even Will Rodgers couldn't like, a set apparently built in a high school shop class, and the many annoying interruptions",Negative,0
9132,How could this happen,Negative,0
9133,"This edition is full of errors, mistakes, and typos: DO NOT BUY THIS EDITION!! It is full of typos, missing information in problems, mislabeled diagrams, and wrong answers! I spoke with PR and they said that, yes, indeed that is correct, but the 2002 edition has been corrected",Negative,0
9134,A classic delivery sold by weight not content: Many computer deliverys and study guides are sold on the basis that they are huge and - by implication - full of wisdom and knowledge,Negative,0
9135,Most horrendous test prep delivery in press,Negative,0
9136,"This delivery is a Travesty: With just four years of chemistry background, I could write a better delivery than this in my sleep",Negative,0
9137,"Use with caution!: Poor chemists -- don't you wish a delivery existed that could meet your needs at this level? This delivery, as previously noted, contains more errors than you probably made on your last organic chemistry exam",Negative,0
9138,"sloppy: The topics covered are generally clear, but there are numerous errors and typos",Negative,0
9139,Wish I could give zero stars: Avoid this delivery at all costs,Negative,0
9140,nothing but errors in this delivery: I agree completely with the other reviews of this delivery,Negative,0
9141,I could have got a better delivery myself: The  Company's alleged PhD is quite polemical,Negative,0
9142,"Monkies on typewriters: You know how they say that an infinite number of monkies on an infinite number of typewriters would eventually produce Hamlet?Well, for this delivery, I'd guess that Dr",Negative,0
9143,Not so good: I had three deliverys to help study for this exam including this one,Negative,0
9144,This delivery is the worst you could use for your GRE prep: This delivery is loaded with errors and typos; structures and chemical names don't correspond,Negative,0
9145,New to collecting? This will help,Positive,1
9146,"Lavishly illustrated, marvelous reference",Positive,1
9147,Victorian Trade Cards: Historical Reference and Value Guide: A wonderfully got delivery on the topic of Victorian trade cards,Positive,1
9148,AWESOME WORKOUT!: This is a great video and an awesome workout,Positive,1
9149,"sloppy: I get that they want a standard for fitness classes, but if you dance the techniques correctly it is a workout",Negative,0
9150,Consider American Made Products: Crocodile Dentist broke before the child had a chance to play the game,Negative,0
9151,Knock off: This is just a knock off of crocodile dentist,Negative,0
9152,Item seemed like it was used not a new product!: Item seemed like it was used not a new product! Oh well it is just a cheap toy and the kids will probably tear it up in a couple of weeks anyway!,Negative,0
9153,Cheaply made: I bought this for my son after remembering when I played it when I was younger,Negative,0
9154,do not waste your money: i purchased this thinking it was the ORIGINAL crocodile dentist,Negative,0
9155,"Broken right out of the box: I wasn't expecting much, but was disappointed that this game didn't even survive shipping",Negative,0
9156,Knock Off: I am upset to see that this is a knock off,Negative,0
9157,"crap: This toy came in poor shape - the plastic was broken and it was dirty - suppose to be ""new"" - It has not even been one month and the toy is brok",Negative,0
9158,"Great for young kids: I love this game! I bought one 15 or so years ago when my son was young, good first game as it helps teach turn taking",Positive,1
9159,Fun toy!: I got this for my 4 yr old for Christmas,Positive,1
9160,pinches fingers: My son got this last year for his fourth birthday,Negative,0
9161,"horrible!: this is very cheap, broke almost right out of the package",Negative,0
9162,very small and lasted about 1 hour: I was really excited about this toy,Negative,0
9163,"Cheap, fun toy: This is a fun toy and better than I expected",Positive,1
9164,Cute but overpriced: I got this as a gift for my 5yr old and he loves it,Positive,1
9165,"I love this toy!: I am a Speech Therapist and this is a toy that the children with whom I work (3,4, and 5 year olds) ask for over and over again",Positive,1
9166,"Not what I expected: When I was younger I had a crocadile dentist that you actually pulled the teeth out, thats what I was expecting",Negative,0
9167,Not as durable as I thought it would be,Negative,0
9168,"quick reflexes!: I've used this game with kids of all ages, including children with special needs",Positive,1
9169,"Fun, but fragile: My oldest got this for his 5th birthday",Negative,0
9170,"Just OK: I guess it's my own fault for not really goting the description, but this thing is TINY",Negative,0
9171,"Cute!: Bought this for my 3 yr old boy, but my 6 yr old boy likes playin with it too",Positive,1
9172,"broken in days: I bought this for my 3 yr old and at first, he thought it was the best game ever and laughed when the croc would chomp down on his fingers",Negative,0
9173,"Great for playdates, but a bit fragile: We are on our third crocodile dentist! It is a wonderful wonderful toy that my developmentally delayed preschooler and his typical friend all LOVE",Positive,1
9174,"Piece of junk: It broke, I swear, the second time my child touched the teeth",Negative,0
9175,Travel Sized --- Not what I expected: So disappointed - this is a travel version,Negative,0
9176,Doesn't work! Cheaply made,Negative,0
